,LONGITUDE,LATITUDE,COUNT,pressure,wind speed,ELEVATION
375,-87.8272,42.3689,0,0.0,0.0,0.0
376,-75.2479,40.4108,0,0.0,0.0,0.0
377,-77.5161,37.7772,0,751.0305810397554,-0.6116207951070336,88.12966360856318
378,-80.6771,34.7253,0,891.1993769470405,7.113707165109035,139.13971962616827
379,-82.3452,36.4933,0,810.9967105263158,0.3223684210526316,637.2967105263123
380,-86.1345,39.4638,0,0.0,0.0,0.0
381,-86.1345,40.4483,0,0.0,0.0,0.0
382,-86.3377,41.6228,0,0.0,0.0,0.0
383,-97.8722,42.6712,0,883.6485623003194,-29.226837060702877,350.37699680511184
384,-81.2519,40.8685,0,883.6485623003194,-2.1022364217252396,359.3482428115016
385,-93.2197,45.3293,0,883.6485623003194,-42.722044728434504,289.2728434504776
386,-92.3814,43.9952,0,883.6485623003194,-42.722044728434504,289.2728434504776
387,-110.9984,40.8298,0,875.0709459459459,-33.16554054054054,1284.6452702702702
388,-73.3709,41.256,0,910.7241910631741,-0.7072419106317411,57.44406779661021
389,-73.2765,41.7866,0,910.7241910631741,-0.7072419106317411,57.44406779661021
390,-90.0715,29.9511,0,898.3617021276596,18.975683890577507,9.869908814589722
391,-102.2548,43.8901,0,872.0942760942761,-52.78114478114478,1025.5353535353536
392,-98.2213,44.4797,0,889.2861736334405,-54.08038585209003,397.11897106109103
393,-98.3965,43.0985,0,0.0,0.0,0.0
394,-98.2213,43.7242,0,889.2861736334405,-54.08038585209003,397.11897106109103
395,-96.8351,43.6632,0,889.2861736334405,-54.08038585209003,397.11897106109103
396,-97.8722,42.9815,0,883.6485623003194,-29.226837060702877,350.37699680511184
397,-106.7235,33.8837,0,858.3498233215548,-10.60070671378092,1613.279151943463
398,-106.6291,35.0178,0,858.3498233215548,-10.60070671378092,1613.279151943463
399,-83.3362,42.5922,0,897.8798701298701,-12.623376623376624,329.1279220779203
400,-83.3362,42.2791,0,897.8798701298701,-12.623376623376624,329.1279220779203
401,-75.6674,39.5393,0,827.4327217125382,-0.04281345565749235,50.16483180428164
402,-80.0,22.0,4,0.0,0.0,0.0
403,-58.75,5.0,4,0.0,0.0,0.0
404,149.0124,-35.4735,1,948.0895522388059,3.9141791044776117,219.87649253731243
405,-3.4360000000000004,55.3781,1140,993.6445993031359,-20.989547038327526,141.50522648083623
406,66.9237,48.0196,9,943.2627986348123,5.215017064846417,344.8191126279863
407,149.4068,-17.6797,3,934.9556962025316,5.436708860759493,8.971518987341772
408,-81.2546,19.3133,1,966.4663212435233,1.0103626943005182,2.9844559585492227
409,-61.551,16.265,3,951.6734693877551,-13.755102040816327,2.938775510204082
410,-98.8139,53.7609,4,0.0,0.0,0.0
411,-106.4509,52.9399,2,0.0,0.0,0.0
412,40.4897,9.145,1,0.0,0.0,0.0
413,30.2176,12.8628,1,0.0,0.0,0.0
414,-9.6966,9.9456,1,0.0,0.0,0.0
415,-69.9683,12.5211,2,971.34375,-1.8671875,7.9375
416,-122.6655,37.6489,2,906.5644171779142,-22.095092024539877,2.4923312883435584
417,37.9062,-0.0236,3,1103.0709677419354,-0.1935483870967742,1786.6980645161238
418,-61.7964,17.0608,1,951.6734693877551,-13.755102040816327,2.938775510204082
419,-86.9023,32.3182,12,880.6151515151515,10.451515151515151,173.47272727272727
420,-55.7658,-32.5228,4,0.0,0.0,0.0
421,-1.0232,7.9465,6,0.0,0.0,0.0
422,-66.5901,18.2208,5,885.0179640718563,-15.368263473053892,3.9880239520958085
423,-2.11,49.19,2,0.0,0.0,0.0
424,18.4904,-22.9576,2,0.0,0.0,0.0
425,55.492,-4.6796,2,897.3461538461538,3.2884615384615383,3.923076923076923
426,-61.2225,10.6918,2,966.4663212435233,-5.0310880829015545,11.937823834196891
427,-66.5897,6.4238,10,0.0,0.0,0.0
428,-68.99,12.1696,1,971.34375,-1.8671875,7.9375
429,31.4659,-26.5225,1,0.0,0.0,0.0
430,11.6094,-0.8037,1,0.0,0.0,0.0
431,-90.2308,15.7835,1,887.4321608040201,11.376884422110553,4.974874371859296
432,-2.58,49.45,1,952.5436893203884,-29.6084142394822,98.67961165048544
433,10.9408,21.0079,1,0.0,0.0,0.0
434,29.8739,-1.9403,1,0.0,0.0,0.0
435,-60.9789,13.9094,2,955.3296089385475,-13.1731843575419,49.720670391061454
436,-61.2872,12.9843,1,955.3296089385475,-13.1731843575419,49.720670391061454
437,-56.0278,3.9193,1,1004.0218181818182,4.214545454545455,323.8181818181818
438,-64.8963,18.3358,1,895.8848167539267,-15.201570680628272,3.863874345549738
439,35.2332,31.9522,0,1037.5854545454545,16.44181818181818,340.0854545454545
440,-53.1258,3.9339,7,977.1721854304636,1.4569536423841059,7.973509933774834
441,144.7937,13.4443,3,906.5644171779142,4.254601226993865,75.16871165644203
442,20.903000000000002,42.6026,2,936.020618556701,-18.371134020618555,201.9536082474227
443,-57.6604,53.1355,1,0.0,0.0,0.0
444,-63.4168,46.5107,1,0.0,0.0,0.0
445,20.9394,6.6111,1,0.0,0.0,0.0
446,21.7587,-4.0383,1,0.0,0.0,0.0
447,10.0,1.5,1,1245.7297297297298,9.054054054054054,11.675675675675675
448,45.1662,-12.8275,1,0.0,0.0,0.0
449,64.5853,41.3775,1,0.0,0.0,0.0
